id,read1,read2,match,target,time
ce150,ENCFF712QVX,ENCFF507VKI,ENCFF712QVX_ENCFF507VKI,fkh-10-celegans,80
ce151,ENCFF839SXV,ENCFF454PNS,ENCFF839SXV_ENCFF454PNS,ceh-14-celegans,50
ce152,ENCFF098UZL,ENCFF948LUJ,ENCFF098UZL_ENCFF948LUJ,ceh-14-celegans,50
ce153,ENCFF109MQT,ENCFF976AHN,ENCFF109MQT_ENCFF976AHN,elt-4-celegans,50
ce154,ENCFF610YBE,ENCFF670WCQ,ENCFF610YBE_ENCFF670WCQ,elt-4-celegans,50
ce155,ENCFF775SYS,ENCFF505NXV,ENCFF775SYS_ENCFF505NXV,elt-4-celegans,880
ce156,ENCFF396NGQ,ENCFF757KPT,ENCFF396NGQ_ENCFF757KPT,elt-4-celegans,880
ce157,ENCFF618WZP,ENCFF861ARC,ENCFF618WZP_ENCFF861ARC,mab-5-celegans,480
ce158,ENCFF066KPG,ENCFF831QXU,ENCFF066KPG_ENCFF831QXU,mab-5-celegans,480
ce159,ENCFF668DME,ENCFF961QIA,ENCFF668DME_ENCFF961QIA,mab-5-celegans,480
ce160,ENCFF601CUT,ENCFF188PVV,ENCFF601CUT_ENCFF188PVV,rnt-1-celegans,490
ce161,ENCFF434PID,ENCFF680PKB,ENCFF434PID_ENCFF680PKB,rnt-1-celegans,490
ce162,ENCFF342TJE,ENCFF024ZST,ENCFF342TJE_ENCFF024ZST,rnt-1-celegans,490
ce163,ENCFF346PKS,ENCFF293XRK,ENCFF346PKS_ENCFF293XRK,rnt-1-celegans,490
ce164,ENCFF283CMA,ENCFF337UPW,ENCFF283CMA_ENCFF337UPW,rnt-1-celegans,490
ce165,ENCFF029GBE,ENCFF676UMH,ENCFF029GBE_ENCFF676UMH,rnt-1-celegans,490
ce166,ENCFF716NAW,ENCFF751XFI,ENCFF716NAW_ENCFF751XFI,rnt-1-celegans,490
ce167,ENCFF412UFM,ENCFF160DLN,ENCFF412UFM_ENCFF160DLN,rnt-1-celegans,680
ce168,ENCFF171DVV,ENCFF852TDQ,ENCFF171DVV_ENCFF852TDQ,rnt-1-celegans,680
ce169,ENCFF146ZWX,ENCFF803SCX,ENCFF146ZWX_ENCFF803SCX,ceh-2-celegans,50
ce170,ENCFF658LPB,ENCFF942QGH,ENCFF658LPB_ENCFF942QGH,ceh-2-celegans,50
ce171,ENCFF303AMC,ENCFF836RTB,ENCFF303AMC_ENCFF836RTB,ceh-2-celegans,50
ce172,ENCFF595YML,ENCFF122ALH,ENCFF595YML_ENCFF122ALH,ceh-2-celegans,80
ce173,ENCFF206TIH,ENCFF707INN,ENCFF206TIH_ENCFF707INN,ceh-2-celegans,80
ce174,ENCFF697YKB,ENCFF376PAX,ENCFF697YKB_ENCFF376PAX,ceh-2-celegans,80
ce175,ENCFF686ZWN,ENCFF900EDF,ENCFF686ZWN_ENCFF900EDF,mab-5-celegans,80
ce176,ENCFF016JFM,ENCFF005NPN,ENCFF016JFM_ENCFF005NPN,mab-5-celegans,80
ce177,ENCFF760EFO,ENCFF787BUM,ENCFF760EFO_ENCFF787BUM,ceh-2-celegans,480
ce178,ENCFF662MBD,ENCFF213TGN,ENCFF662MBD_ENCFF213TGN,ceh-2-celegans,480
ce179,ENCFF971PWP,ENCFF216LHX,ENCFF971PWP_ENCFF216LHX,ceh-2-celegans,450
ce180,ENCFF256ZHF,ENCFF731OGZ,ENCFF256ZHF_ENCFF731OGZ,ceh-2-celegans,450
ce181,ENCFF431MJU,ENCFF948TTS,ENCFF431MJU_ENCFF948TTS,ceh-30-celegans,490
ce182,ENCFF163IUB,ENCFF055EST,ENCFF163IUB_ENCFF055EST,ceh-30-celegans,490
ce183,ENCFF291BCY,ENCFF382KYJ,ENCFF291BCY_ENCFF382KYJ,ceh-30-celegans,490
ce184,ENCFF202PIQ,ENCFF463HJX,ENCFF202PIQ_ENCFF463HJX,ceh-30-celegans,80
ce185,ENCFF113PLR,ENCFF203DIC,ENCFF113PLR_ENCFF203DIC,ceh-30-celegans,80
ce186,ENCFF167PLJ,ENCFF592DRA,ENCFF167PLJ_ENCFF592DRA,ceh-30-celegans,80
ce187,ENCFF084HPS,ENCFF516UVP,ENCFF084HPS_ENCFF516UVP,ceh-30-celegans,80
ce188,ENCFF216YJC,ENCFF225KXF,ENCFF216YJC_ENCFF225KXF,rnt-1-celegans,650
ce189,ENCFF532WNI,ENCFF097UJN,ENCFF532WNI_ENCFF097UJN,rnt-1-celegans,650
ce190,ENCFF589EOH,ENCFF897OHV,ENCFF589EOH_ENCFF897OHV,ceh-24-celegans,50
ce191,ENCFF436LOQ,ENCFF570QSW,ENCFF436LOQ_ENCFF570QSW,ceh-24-celegans,50
ce192,ENCFF073BSJ,ENCFF367CNL,ENCFF073BSJ_ENCFF367CNL,ceh-24-celegans,50
ce193,ENCFF208YUP,ENCFF373JLG,ENCFF208YUP_ENCFF373JLG,rnt-1-celegans,80
ce194,ENCFF131VOY,ENCFF622RXR,ENCFF131VOY_ENCFF622RXR,rnt-1-celegans,80
ce195,ENCFF272GPJ,ENCFF864ZOD,ENCFF272GPJ_ENCFF864ZOD,fax-1-celegans,650
ce196,ENCFF335PJK,ENCFF161EVW,ENCFF335PJK_ENCFF161EVW,fax-1-celegans,650
ce197,ENCFF089GCE,ENCFF603GBP,ENCFF089GCE_ENCFF603GBP,fax-1-celegans,650
ce198,ENCFF052UTN,ENCFF930HIZ,ENCFF052UTN_ENCFF930HIZ,fax-1-celegans,680
ce199,ENCFF838BOK,ENCFF176DML,ENCFF838BOK_ENCFF176DML,fax-1-celegans,680
ce200,ENCFF198KSP,ENCFF914PFJ,ENCFF198KSP_ENCFF914PFJ,fax-1-celegans,680
ce201,ENCFF244ONF,ENCFF061IMI,ENCFF244ONF_ENCFF061IMI,mab-5-celegans,650
ce202,ENCFF933FMZ,ENCFF964SGV,ENCFF933FMZ_ENCFF964SGV,mab-5-celegans,650
ce203,ENCFF106TAD,ENCFF864VLJ,ENCFF106TAD_ENCFF864VLJ,mab-5-celegans,650
ce204,ENCFF016UYL,ENCFF602BKT,ENCFF016UYL_ENCFF602BKT,mec-3-celegans,650
ce205,ENCFF866PET,ENCFF310JPU,ENCFF866PET_ENCFF310JPU,mec-3-celegans,650
ce206,ENCFF775IDX,ENCFF469KDK,ENCFF775IDX_ENCFF469KDK,mec-3-celegans,650
ce207,ENCFF172AGD,ENCFF531URU,ENCFF172AGD_ENCFF531URU,mec-3-celegans,650
ce208,ENCFF946OOQ,ENCFF021WZE,ENCFF946OOQ_ENCFF021WZE,ceh-30-celegans,520
ce209,ENCFF117RWA,ENCFF809LGG,ENCFF117RWA_ENCFF809LGG,ceh-30-celegans,50
ce210,ENCFF663KRP,ENCFF566JEP,ENCFF663KRP_ENCFF566JEP,ceh-30-celegans,50
ce211,ENCFF558GVS,ENCFF302TMH,ENCFF558GVS_ENCFF302TMH,ceh-30-celegans,50
ce212,ENCFF422GAY,ENCFF547CXP,ENCFF422GAY_ENCFF547CXP,ceh-30-celegans,350
ce213,ENCFF144BYF,ENCFF532YZR,ENCFF144BYF_ENCFF532YZR,ceh-30-celegans,350
ce214,ENCFF986FFH,ENCFF818QNC,ENCFF986FFH_ENCFF818QNC,ceh-30-celegans,350
ce215,ENCFF574KER,ENCFF603MNL,ENCFF574KER_ENCFF603MNL,ceh-30-celegans,350
ce216,ENCFF358GDZ,ENCFF483BYL,ENCFF358GDZ_ENCFF483BYL,ceh-30-celegans,350
ce217,ENCFF768EXP,ENCFF542KJC,ENCFF768EXP_ENCFF542KJC,ceh-30-celegans,350
ce218,ENCFF053HKE,ENCFF143DEH,ENCFF053HKE_ENCFF143DEH,ceh-30-celegans,380
ce219,ENCFF631VRE,ENCFF178DFT,ENCFF631VRE_ENCFF178DFT,ceh-30-celegans,380
ce220,ENCFF864YZC,ENCFF975TDI,ENCFF864YZC_ENCFF975TDI,ceh-30-celegans,380
ce221,ENCFF863UPH,ENCFF918YCM,ENCFF863UPH_ENCFF918YCM,ceh-30-celegans,380
ce222,ENCFF481EUY,ENCFF468UVF,ENCFF481EUY_ENCFF468UVF,ceh-30-celegans,380
ce223,ENCFF526DII,ENCFF822QWJ,ENCFF526DII_ENCFF822QWJ,mab-5-celegans,450
ce224,ENCFF004XKY,ENCFF316MQE,ENCFF004XKY_ENCFF316MQE,mab-5-celegans,450
ce225,ENCFF406HGA,ENCFF784VKB,ENCFF406HGA_ENCFF784VKB,mab-5-celegans,450
ce226,ENCFF902KED,ENCFF372TBZ,ENCFF902KED_ENCFF372TBZ,mab-5-celegans,450
ce227,ENCFF298WVJ,ENCFF021RAV,ENCFF298WVJ_ENCFF021RAV,mab-5-celegans,450
ce228,ENCFF519TIR,ENCFF708LCU,ENCFF519TIR_ENCFF708LCU,mab-5-celegans,450
ce229,ENCFF321ZFT,ENCFF354XRC,ENCFF321ZFT_ENCFF354XRC,mab-5-celegans,50
ce230,ENCFF053SZY,ENCFF569PTQ,ENCFF053SZY_ENCFF569PTQ,mab-5-celegans,50
ce231,ENCFF725XWK,ENCFF922JPS,ENCFF725XWK_ENCFF922JPS,mab-5-celegans,50
ce232,ENCFF726ECT,ENCFF758FWP,ENCFF726ECT_ENCFF758FWP,lin-11-celegans,650
ce233,ENCFF813AZO,ENCFF426RKH,ENCFF813AZO_ENCFF426RKH,lin-11-celegans,650
ce234,ENCFF102QMV,ENCFF285ZKO,ENCFF102QMV_ENCFF285ZKO,ceh-24-celegans,680
ce235,ENCFF105KCH,ENCFF249EKF,ENCFF105KCH_ENCFF249EKF,ceh-24-celegans,680
ce236,ENCFF514ETX,ENCFF586GOB,ENCFF514ETX_ENCFF586GOB,ttx-3-celegans,680
ce237,ENCFF519ESE,ENCFF188DKF,ENCFF519ESE_ENCFF188DKF,ttx-3-celegans,680
ce238,ENCFF677SGX,ENCFF133XNR,ENCFF677SGX_ENCFF133XNR,ttx-3-celegans,680
ce239,ENCFF434VFC,ENCFF345CXR,ENCFF434VFC_ENCFF345CXR,ham-2-celegans,680
ce240,ENCFF122EDT,ENCFF191IDX,ENCFF122EDT_ENCFF191IDX,unc-3-celegans,80
ce241,ENCFF688TRT,ENCFF851YWO,ENCFF688TRT_ENCFF851YWO,unc-3-celegans,80
ce242,ENCFF239LMV,ENCFF199DMD,ENCFF239LMV_ENCFF199DMD,unc-3-celegans,650
ce243,ENCFF963VAQ,ENCFF490OHU,ENCFF963VAQ_ENCFF490OHU,unc-3-celegans,650
ce244,ENCFF210UYG,ENCFF379IVS,ENCFF210UYG_ENCFF379IVS,ham-2-celegans,80
ce245,ENCFF431XLK,ENCFF006EHC,ENCFF431XLK_ENCFF006EHC,ham-2-celegans,80
ce246,ENCFF777HCM,ENCFF042SFR,ENCFF777HCM_ENCFF042SFR,lin-11-celegans,490
ce247,ENCFF670SLB,ENCFF684GAP,ENCFF670SLB_ENCFF684GAP,lin-11-celegans,490
ce248,ENCFF951CXY,ENCFF775WAT,ENCFF951CXY_ENCFF775WAT,fkh-6-celegans,520
ce249,ENCFF451RAZ,ENCFF469QLX,ENCFF451RAZ_ENCFF469QLX,fkh-6-celegans,520
ce250,ENCFF902FTW,ENCFF228ADG,ENCFF902FTW_ENCFF228ADG,fkh-6-celegans,520
ce251,ENCFF613BTQ,ENCFF547WLZ,ENCFF613BTQ_ENCFF547WLZ,fkh-6-celegans,520
ce252,ENCFF074IFT,ENCFF182MME,ENCFF074IFT_ENCFF182MME,fkh-6-celegans,50
ce253,ENCFF496QNN,ENCFF050OIS,ENCFF496QNN_ENCFF050OIS,fkh-6-celegans,50
ce254,ENCFF184PPU,ENCFF789GCI,ENCFF184PPU_ENCFF789GCI,fkh-6-celegans,50
ce255,ENCFF769ZPR,ENCFF353BGV,ENCFF769ZPR_ENCFF353BGV,fkh-6-celegans,50
ce256,ENCFF829ECP,ENCFF656KOI,ENCFF829ECP_ENCFF656KOI,fkh-6-celegans,50
ce257,ENCFF063WTH,ENCFF453NKW,ENCFF063WTH_ENCFF453NKW,hlh-15-celegans,580
ce258,ENCFF534YLU,ENCFF408AAX,ENCFF534YLU_ENCFF408AAX,hlh-15-celegans,580
ce259,ENCFF804HWM,ENCFF199QSU,ENCFF804HWM_ENCFF199QSU,hlh-15-celegans,580
ce260,ENCFF759EVC,ENCFF334LYW,ENCFF759EVC_ENCFF334LYW,ceh-2-celegans,650
ce261,ENCFF239CGM,ENCFF760ONM,ENCFF239CGM_ENCFF760ONM,ceh-2-celegans,650
ce262,ENCFF035UDC,ENCFF740BXF,ENCFF035UDC_ENCFF740BXF,unc-86-celegans,50
ce263,ENCFF915TWF,ENCFF154GVO,ENCFF915TWF_ENCFF154GVO,unc-86-celegans,50
ce264,ENCFF911WSY,ENCFF341YAC,ENCFF911WSY_ENCFF341YAC,unc-86-celegans,50
ce265,ENCFF964GIJ,ENCFF814UHV,ENCFF964GIJ_ENCFF814UHV,unc-86-celegans,50
ce266,ENCFF750IXZ,ENCFF983MMX,ENCFF750IXZ_ENCFF983MMX,hlh-15-celegans,650
ce267,ENCFF289EWL,ENCFF383EYA,ENCFF289EWL_ENCFF383EYA,hlh-15-celegans,650
ce268,ENCFF980RHB,ENCFF679ZMQ,ENCFF980RHB_ENCFF679ZMQ,hlh-15-celegans,650
ce269,ENCFF707ZAZ,ENCFF173OQL,ENCFF707ZAZ_ENCFF173OQL,ceh-24-celegans,520
ce270,ENCFF257ISE,ENCFF781HLV,ENCFF257ISE_ENCFF781HLV,ceh-24-celegans,520
ce271,ENCFF832TFE,ENCFF549REO,ENCFF832TFE_ENCFF549REO,ceh-24-celegans,520
ce272,ENCFF804XMO,ENCFF666YVB,ENCFF804XMO_ENCFF666YVB,ceh-24-celegans,520
ce273,ENCFF034DQZ,ENCFF134PAG,ENCFF034DQZ_ENCFF134PAG,mec-3-celegans,880
ce274,ENCFF934KLO,ENCFF750EQT,ENCFF934KLO_ENCFF750EQT,mec-3-celegans,880
ce275,ENCFF244LHC,ENCFF483DAU,ENCFF244LHC_ENCFF483DAU,mec-3-celegans,880
ce276,ENCFF278SZN,ENCFF512IUC,ENCFF278SZN_ENCFF512IUC,mec-3-celegans,880
ce277,ENCFF124TWY,ENCFF603BSE,ENCFF124TWY_ENCFF603BSE,mec-3-celegans,880
ce278,ENCFF169KRZ,ENCFF532FUU,ENCFF169KRZ_ENCFF532FUU,sox-4-celegans,80
ce279,ENCFF434WTK,ENCFF033QFQ,ENCFF434WTK_ENCFF033QFQ,sox-4-celegans,80
ce280,ENCFF789WII,ENCFF097RPG,ENCFF789WII_ENCFF097RPG,ceh-2-celegans,680
ce281,ENCFF648DRP,ENCFF011XWW,ENCFF648DRP_ENCFF011XWW,ceh-2-celegans,680
ce282,ENCFF270YUZ,ENCFF427DXT,ENCFF270YUZ_ENCFF427DXT,ham-2-celegans,650
ce283,ENCFF929XDV,ENCFF214QXS,ENCFF929XDV_ENCFF214QXS,ham-2-celegans,650
ce284,ENCFF924FTU,ENCFF133KKR,ENCFF924FTU_ENCFF133KKR,mec-3-celegans,50
ce285,ENCFF881EUB,ENCFF478DUM,ENCFF881EUB_ENCFF478DUM,mec-3-celegans,50
ce286,ENCFF265KXV,ENCFF534XNX,ENCFF265KXV_ENCFF534XNX,ham-2-celegans,300
ce287,ENCFF724CQR,ENCFF181HVC,ENCFF724CQR_ENCFF181HVC,ham-2-celegans,300
ce288,ENCFF243SAP,ENCFF702WQX,ENCFF243SAP_ENCFF702WQX,unc-86-celegans,480
ce289,ENCFF172UAI,ENCFF479DKF,ENCFF172UAI_ENCFF479DKF,unc-86-celegans,480
ce290,ENCFF143PDO,ENCFF830LCH,ENCFF143PDO_ENCFF830LCH,unc-86-celegans,480
ce291,ENCFF616WFQ,ENCFF945XNZ,ENCFF616WFQ_ENCFF945XNZ,lin-11-celegans,50
ce292,ENCFF317VAZ,ENCFF679UIC,ENCFF317VAZ_ENCFF679UIC,lin-11-celegans,50
ce293,ENCFF754EWN,ENCFF137CPY,ENCFF754EWN_ENCFF137CPY,lin-11-celegans,80
ce294,ENCFF381BFM,ENCFF429PKK,ENCFF381BFM_ENCFF429PKK,lin-11-celegans,80
ce295,ENCFF217FDE,ENCFF723RHJ,ENCFF217FDE_ENCFF723RHJ,ceh-9-celegans,850
ce296,ENCFF501NHF,ENCFF186XWX,ENCFF501NHF_ENCFF186XWX,ceh-9-celegans,850
ce297,ENCFF677ZMH,ENCFF447XUQ,ENCFF677ZMH_ENCFF447XUQ,unc-86-celegans,450
ce298,ENCFF860LUU,ENCFF429WKL,ENCFF860LUU_ENCFF429WKL,unc-86-celegans,450
ce299,ENCFF435EHF,ENCFF677MLL,ENCFF435EHF_ENCFF677MLL,unc-86-celegans,450
ce300,ENCFF155EBI,ENCFF020YRE,ENCFF155EBI_ENCFF020YRE,unc-86-celegans,450
ce301,ENCFF258EPQ,ENCFF041LIP,ENCFF258EPQ_ENCFF041LIP,hlh-15-celegans,550
ce302,ENCFF427GET,ENCFF198EOE,ENCFF427GET_ENCFF198EOE,hlh-15-celegans,550
ce303,ENCFF967TYJ,ENCFF397JOI,ENCFF967TYJ_ENCFF397JOI,hlh-15-celegans,550
ce304,ENCFF998SGZ,ENCFF614FYB,ENCFF998SGZ_ENCFF614FYB,lim-6-celegans,850
ce305,ENCFF048BER,ENCFF759WCW,ENCFF048BER_ENCFF759WCW,lim-6-celegans,850
ce306,ENCFF166ZPF,ENCFF334GTD,ENCFF166ZPF_ENCFF334GTD,unc-86-celegans,680
ce307,ENCFF790YLC,ENCFF812UET,ENCFF790YLC_ENCFF812UET,unc-86-celegans,680
ce308,ENCFF527FPM,ENCFF542PUT,ENCFF527FPM_ENCFF542PUT,unc-86-celegans,680
ce309,ENCFF330JQM,ENCFF284QRJ,ENCFF330JQM_ENCFF284QRJ,unc-86-celegans,680
ce310,ENCFF844MVV,ENCFF913XTO,ENCFF844MVV_ENCFF913XTO,eyg-1-celegans,680
ce311,ENCFF747KBQ,ENCFF271RKE,ENCFF747KBQ_ENCFF271RKE,ttx-3-celegans,650
ce312,ENCFF380NHQ,ENCFF492RZI,ENCFF380NHQ_ENCFF492RZI,ttx-3-celegans,650
ce313,ENCFF720API,ENCFF443UAX,ENCFF720API_ENCFF443UAX,ttx-3-celegans,480
ce314,ENCFF214PMI,ENCFF608OMQ,ENCFF214PMI_ENCFF608OMQ,ttx-3-celegans,480
ce315,ENCFF771DTD,ENCFF034VNV,ENCFF771DTD_ENCFF034VNV,ttx-3-celegans,480
ce316,ENCFF985BBN,ENCFF514VCB,ENCFF985BBN_ENCFF514VCB,eyg-1-celegans,300
ce317,ENCFF841PTI,ENCFF421AGN,ENCFF841PTI_ENCFF421AGN,eyg-1-celegans,330
ce318,ENCFF158NMN,ENCFF167OWY,ENCFF158NMN_ENCFF167OWY,zip-5-celegans,50
ce319,ENCFF647TRP,ENCFF805PAR,ENCFF647TRP_ENCFF805PAR,zip-5-celegans,50
ce320,ENCFF613NHS,ENCFF900UGF,ENCFF613NHS_ENCFF900UGF,zip-5-celegans,50
ce321,ENCFF303RGI,ENCFF318TKD,ENCFF303RGI_ENCFF318TKD,zip-5-celegans,50
ce322,ENCFF988WRE,ENCFF422PGE,ENCFF988WRE_ENCFF422PGE,hlh-15-celegans,680
ce323,ENCFF520EXY,ENCFF662QNO,ENCFF520EXY_ENCFF662QNO,hlh-15-celegans,680
ce324,ENCFF695LXF,ENCFF232QIG,ENCFF695LXF_ENCFF232QIG,hlh-15-celegans,680
ce325,ENCFF957NPC,ENCFF707CMA,ENCFF957NPC_ENCFF707CMA,zip-5-celegans,850
ce326,ENCFF007KAB,ENCFF644QCZ,ENCFF007KAB_ENCFF644QCZ,zip-5-celegans,850
ce327,ENCFF581MXA,ENCFF970EVI,ENCFF581MXA_ENCFF970EVI,zip-5-celegans,850
ce328,ENCFF745UNH,ENCFF956WLQ,ENCFF745UNH_ENCFF956WLQ,zip-5-celegans,850
ce329,ENCFF911XEX,ENCFF757MCB,ENCFF911XEX_ENCFF757MCB,ceh-24-celegans,490
ce330,ENCFF891SLK,ENCFF066TNO,ENCFF891SLK_ENCFF066TNO,ceh-24-celegans,490
ce331,ENCFF486KBT,ENCFF304KRO,ENCFF486KBT_ENCFF304KRO,eyg-1-celegans,650
ce332,ENCFF677PHQ,ENCFF887VZR,ENCFF677PHQ_ENCFF887VZR,lin-11-celegans,520
ce333,ENCFF022GPE,ENCFF637MXN,ENCFF022GPE_ENCFF637MXN,lin-11-celegans,520
ce334,ENCFF557OTI,ENCFF435MUM,ENCFF557OTI_ENCFF435MUM,zip-5-celegans,680
ce335,ENCFF611DYB,ENCFF055JVF,ENCFF611DYB_ENCFF055JVF,zip-5-celegans,680
ce336,ENCFF994KJY,ENCFF234RJQ,ENCFF994KJY_ENCFF234RJQ,ceh-24-celegans,650
ce337,ENCFF996XAU,ENCFF441RMT,ENCFF996XAU_ENCFF441RMT,ceh-24-celegans,650
ce338,ENCFF845NWS,ENCFF417MVS,ENCFF845NWS_ENCFF417MVS,hlh-15-celegans,50
ce339,ENCFF314DGB,ENCFF604OYG,ENCFF314DGB_ENCFF604OYG,hlh-15-celegans,50
ce340,ENCFF216TZO,ENCFF993ZZC,ENCFF216TZO_ENCFF993ZZC,ttx-3-celegans,80
ce341,ENCFF024AJG,ENCFF052WCC,ENCFF024AJG_ENCFF052WCC,ttx-3-celegans,80
ce342,ENCFF317CRJ,ENCFF404ZWG,ENCFF317CRJ_ENCFF404ZWG,eyg-1-celegans,80
ce343,ENCFF792KMZ,ENCFF383MOR,ENCFF792KMZ_ENCFF383MOR,zip-5-celegans,650
